loss,accuracy,auc,precision,recall,val_loss,val_accuracy,val_auc,val_precision,val_recall,lr
0.22380505502223969,0.9674999713897705,0.430530309677124,0.0,0.0,0.1966833919286728,0.9900000095367432,0.7435466051101685,0.0,0.0,0.01
0.11369739472866058,0.9825000166893005,0.5765984058380127,0.0,0.0,0.14779344201087952,0.9900000095367432,0.8613916635513306,0.0,0.0,0.01
0.09325159341096878,0.9825000166893005,0.8191769123077393,0.0,0.0,0.11853883415460587,0.9900000095367432,0.9792367815971375,0.0,0.0,0.01
0.08490484952926636,0.9825000166893005,0.8323639631271362,0.0,0.0,0.09283814579248428,0.9900000095367432,0.9848484992980957,0.0,0.0,0.01
0.06851688027381897,0.9833333492279053,0.9453733563423157,1.0,0.0476190485060215,0.08022440969944,0.9900000095367432,0.9870932102203369,0.0,0.0,0.01
0.06566869467496872,0.9850000143051147,0.966295063495636,1.0,0.1428571492433548,0.06619763374328613,0.9900000095367432,0.9932659864425659,0.0,0.0,0.01
0.059285543859004974,0.9866666793823242,0.9692233204841614,1.0,0.2380952388048172,0.05759110674262047,0.9900000095367432,0.9960718154907227,0.0,0.0,0.01
0.05316109210252762,0.9858333468437195,0.9874793291091919,1.0,0.190476194024086,0.050437528640031815,0.9900000095367432,0.994949460029602,0.0,0.0,0.01
0.05197760462760925,0.987500011920929,0.971767783164978,0.800000011920929,0.380952388048172,0.04488903656601906,0.9933333396911621,0.9955106973648071,1.0,0.3333333432674408,0.01
0.06671357154846191,0.9866666793823242,0.9518154859542847,1.0,0.2380952388048172,0.0853683352470398,0.9900000095367432,0.988776683807373,0.5,0.3333333432674408,0.01
0.05602456256747246,0.9866666793823242,0.9651237726211548,0.7777777910232544,0.3333333432674408,0.05112353712320328,0.9933333396911621,0.9910212755203247,1.0,0.3333333432674408,0.01
0.05207574740052223,0.9891666769981384,0.9769983291625977,0.8333333134651184,0.4761904776096344,0.053451504558324814,0.9866666793823242,0.9910213351249695,0.3333333432674408,0.3333333432674408,0.01
0.04514740779995918,0.9891666769981384,0.9947493672370911,0.8999999761581421,0.4285714328289032,0.04305876046419144,0.9933333396911621,0.9921436309814453,1.0,0.3333333432674408,0.005
0.040620215237140656,0.9883333444595337,0.9981623291969299,1.0,0.3333333432674408,0.03860395401716232,0.9933333396911621,0.9932659864425659,1.0,0.3333333432674408,0.005
0.05278625339269638,0.9866666793823242,0.9810775518417358,0.692307710647583,0.4285714328289032,0.03630322217941284,0.9933333396911621,0.9932659864425659,1.0,0.3333333432674408,0.005
0.0434693805873394,0.9883333444595337,0.9946483969688416,0.8888888955116272,0.380952388048172,0.03497326746582985,0.9933333396911621,0.9932660460472107,1.0,0.3333333432674408,0.005
0.040584880858659744,0.9900000095367432,0.994103193283081,0.9090909361839294,0.4761904776096344,0.0346529595553875,0.9933333396911621,0.9921436905860901,1.0,0.3333333432674408,0.005
0.04034275561571121,0.9925000071525574,0.9944464564323425,0.875,0.6666666865348816,0.03493233397603035,0.9933333396911621,0.9943883419036865,1.0,0.3333333432674408,0.005
0.040349092334508896,0.9900000095367432,0.9942647218704224,0.800000011920929,0.5714285969734192,0.034292448312044144,0.9933333396911621,0.9943883419036865,1.0,0.3333333432674408,0.005
0.034735266119241714,0.9916666746139526,0.997940182685852,0.9230769276618958,0.5714285969734192,0.0325881689786911,0.9933333396911621,0.9949495196342468,1.0,0.3333333432674408,0.005
0.03558932989835739,0.9916666746139526,0.9967890977859497,0.9230769276618958,0.5714285969734192,0.033212266862392426,0.9933333396911621,0.9932659864425659,1.0,0.3333333432674408,0.005
0.043160609900951385,0.9916666746139526,0.9882668852806091,0.9230769276618958,0.5714285969734192,0.03387293219566345,0.9900000095367432,0.9932659864425659,0.5,0.3333333432674408,0.005
0.032103050500154495,0.9941666722297668,0.9952340722084045,0.8888888955116272,0.761904776096344,0.03506813570857048,0.9933333396911621,0.9921436309814453,0.6666666865348816,0.6666666865348816,0.005
0.03454123064875603,0.9925000071525574,0.9971323609352112,0.9285714030265808,0.6190476417541504,0.03282264247536659,0.9933333396911621,0.9943883419036865,1.0,0.3333333432674408,0.0025
0.03397153317928314,0.9941666722297668,0.9957995414733887,0.8888888955116272,0.761904776096344,0.032906293869018555,0.9933333396911621,0.9932659864425659,1.0,0.3333333432674408,0.0025
